VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesPrice,TotalSalesDollars,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
516,BANFI PRODUCTS CORP,37926,Five Rivers Pnt Nr,8,14,750,3136,25245,3064,13145,36610,343,8510,11366,31,1,1
8892,TRINCHERO FAMILY ESTATES,20483,Joel Gott Pnt Nr,12,19,750,2119,25237,2035,21740,36619,226,11596,11381,31,1,1
9260,TY KU LLC,2238,Aviation American Gin,19,27,750,1333,25234,877,18304,22239,692,199,-2994,-13,1,1
2000,SOUTHERN WINE & SPIRITS NE,28682,F Coppola Rosso Bianco Pnt G,5,9,750,4723,25221,5255,30620,53252,584,19017,28032,53,1,2
1392,CONSTELLATION BRANDS INC,8689,Paul Masson Rose,6,10,3000,3886,25220,3872,25868,42234,1742,79529,17014,40,1,2
2242,DELICATO VINEYARDS INC,13141,Noble Vines 181 Merlot Lodi,7,11,750,3512,25216,3580,20337,37650,398,7983,12434,33,1,1
12546,JIM BEAM BRANDS COMPANY,5125,DeKuyper Anisette,6,8,750,4229,25205,4054,19323,33458,3193,123881,8254,25,1,1
4425,MARTIGNETTI COMPANIES,25649,De Loach Chard Cal,7,12,750,3684,25199,3785,20782,38994,421,144929,13796,35,1,2
9165,ULTRA BEVERAGE COMPANY LLP,2552,Defiant American Single Malt,32,43,750,785,25183,580,19155,22425,458,68055,-2758,-12,1,1
1392,CONSTELLATION BRANDS INC,6226,Marcus James Chard,5,9,1500,4888,25173,4896,16108,39464,1097,79529,14291,36,1,2
5992,MCCORMICK DISTILLING CO,3439,Broker's London Dry Gin,13,17,750,1866,25154,1829,22634,32527,1442,1568,7373,23,1,1
8664,"STOLI GROUP,(USA) LLC",8788,Stolichnaya,2,2,50,16439,25152,15240,9498,30328,793,18544,5176,17,1,1
3252,E & J GALLO WINERY,6312,Gallo Twin Valley Svgn Bl Ca,7,10,1500,3726,25151,3694,18960,37433,827,61967,12283,33,1,1
9165,ULTRA BEVERAGE COMPANY LLP,23191,Clos Pegase Svgn Bl Napa,10,15,750,2530,25123,3993,31749,59855,444,68055,34732,58,2,2
480,BACARDI USA INC,3460,Corzo Anejo Tequila,41,59,750,612,25116,548,27591,30703,432,89286,5586,18,1,1
1392,CONSTELLATION BRANDS INC,38181,Rex Goliath Pnt Nr,4,8,750,6326,25114,6331,18966,40205,706,79529,15090,38,1,2
3960,DIAGEO NORTH AMERICA INC,2448,Seagrams VO Gold,11,16,750,2199,25113,2171,20963,34714,1710,257032,9602,28,1,1
9552,M S WALKER INC,3362,Poland Spring Gin,4,6,1000,5617,25108,5652,9925,33855,5935,55552,8747,26,1,1
9165,ULTRA BEVERAGE COMPANY LLP,19001,Emblem Cab Svgn,18,28,750,1381,25107,1184,16470,34135,132,68055,9029,26,1,1
8004,SAZERAC CO INC,5708,Dr McGillicuddy's Root Beer,0,0,50,66026,25090,60074,11536,59473,3141,50294,34383,58,1,2
17035,PERNOD RICARD USA,5773,Kahlua Midnight,15,20,750,1643,25072,2034,29745,40660,1604,123780,15587,38,1,2
4425,MARTIGNETTI COMPANIES,36874,Yellow Tail Merlot Ausl,5,7,750,5415,25071,5659,21925,42936,630,144929,17865,42,1,2
9552,M S WALKER INC,26672,Tridente Tempranillo Castila,12,18,750,2047,25055,1747,6106,18947,196,55552,-6108,-32,1,1
8892,TRINCHERO FAMILY ESTATES,17163,Menage a Trois Cab Svgn,7,11,750,3533,25049,3459,23010,39084,384,11596,14035,36,1,2
1392,CONSTELLATION BRANDS INC,8113,R Mondavi Chard Napa,11,18,750,2253,25008,2234,25503,40184,248,79529,15175,38,1,2
9165,ULTRA BEVERAGE COMPANY LLP,6105,Midnight Moon,15,19,750,1684,24991,2361,35342,47196,1862,68055,22206,47,1,2
3252,E & J GALLO WINERY,14439,Barefoot Sweet Red,3,6,750,7307,24990,7291,23713,43167,811,61967,18177,42,1,2
12546,JIM BEAM BRANDS COMPANY,2464,Pinnacle Gin,11,19,1750,2251,24986,1748,20675,27434,3213,123881,2448,9,1,1
3252,E & J GALLO WINERY,6173,Gallo Fairbanks Red Port,6,8,1500,4524,24927,4498,21893,35939,1004,61967,11012,31,1,1
9165,ULTRA BEVERAGE COMPANY LLP,6150,Midnight Moon Blackberry,14,19,750,1838,24923,2250,38921,44978,1775,68055,20054,45,1,2
7245,PROXIMO SPIRITS INC.,3829,Three Olives Peach Vodka,11,15,750,2245,24919,2162,19101,26359,1704,38995,1440,5,1,1
10754,PERFECTA WINES,2807,Couvreur Pale Single Malt,69,90,750,360,24919,23,1980,2070,18,28721,-22849,-1104,0,0
9552,M S WALKER INC,25578,Parducci 13 True Grit Chard,9,13,750,2912,24898,1919,9755,24928,214,55552,30,0,1,1
1485,CASTLE BRANDS CORP.,3134,Jefferson's Ocean Aged Cask,74,100,750,338,24850,306,24598,30597,241,8498,5747,19,1,1
10754,PERFECTA WINES,25197,Ch La Rousseliere St Estephe,99,150,750,250,24833,245,4650,36748,27,28721,11915,32,1,1
2000,SOUTHERN WINE & SPIRITS NE,44081,Wente Riva Ranch Chard,11,17,750,2265,24824,2226,21496,42771,248,19017,17946,42,1,2
4425,MARTIGNETTI COMPANIES,11888,Penfolds Koonunga Hills Shir,8,11,750,3290,24774,3726,28569,48733,413,144929,23959,49,1,2
4425,MARTIGNETTI COMPANIES,28214,Lagaria Venezie Pnt Grigio,8,12,750,3056,24754,3060,15467,36689,342,144929,11936,33,1,1
7245,PROXIMO SPIRITS INC.,8712,Cuervo RTD Golden Grapefruit,16,20,1750,1572,24743,1343,16820,22656,2469,38995,-2088,-9,1,1
2561,EDRINGTON AMERICAS,2312,The Macallan No.2 Edition,79,100,750,314,24721,291,20598,29097,229,9655,4376,15,1,1
3252,E & J GALLO WINERY,46551,J Vineyards Brut 20,17,30,750,1474,24719,1411,19373,36576,157,61967,11857,32,1,1
3252,E & J GALLO WINERY,12901,Madria Sangria,5,8,1500,4760,24704,4682,24929,42091,1046,61967,17387,41,1,2
9165,ULTRA BEVERAGE COMPANY LLP,90631,Luxardo Maraschino Cherries,13,19,400,1938,24690,1659,19503,31504,100,68055,6814,22,1,1
9552,M S WALKER INC,34504,Ca'Montini Pinot Grigio Tre,9,14,750,2610,24665,2616,22364,39882,291,55552,15217,38,1,2
480,BACARDI USA INC,7990,Noilly Prat Sweet Vermouth,8,10,1000,3211,24660,3178,23247,31748,3337,89286,7088,22,1,1
1392,CONSTELLATION BRANDS INC,6360,Taylor Nys Cream Sherry,9,14,3000,2663,24659,2649,23643,37060,1192,79529,12400,33,1,2
9552,M S WALKER INC,25992,Murphy-Goode Cab Svgn Cal,7,13,750,3314,24623,3292,22830,41579,366,55552,16956,41,1,2
98450,Serralles Usa LLC,4402,Don Q Gran Anejo Rum VAP,44,55,750,564,24613,101,4949,5554,80,856,-19059,-343,0,0
4425,MARTIGNETTI COMPANIES,15230,Faust Cab Svgn Napa Valley,32,52,750,757,24572,714,26200,38331,79,144929,13759,36,1,2
8112,MOET HENNESSY USA INC,19218,Veuve Clicquot Brut Grande,81,120,750,305,24562,281,23878,33717,31,48347,9156,27,1,1
10754,PERFECTA WINES,24768,Vinsacro Rioja,11,16,750,2243,24561,2243,15494,35866,250,28721,11305,32,1,1
1392,CONSTELLATION BRANDS INC,8359,R M Woodbridge Svgn Bl Cal,3,8,750,7673,24554,7368,14464,42736,824,79529,18183,43,1,2
7153,PINE STATE TRADING CO,17073,Tomaiolo Pinot Grigio,7,10,750,3589,24549,3417,23251,37404,379,15885,12855,34,1,2
17035,PERNOD RICARD USA,5192,Kahlua Mocha,14,19,750,1809,24530,2394,39516,45680,1889,123780,21150,46,1,2
8112,MOET HENNESSY USA INC,5430,Grand Marnier Cuvee 1880,276,350,750,89,24527,52,15400,18199,41,48347,-6327,-35,1,1
7245,PROXIMO SPIRITS INC.,8190,Gran Centenario Rosangel,12,16,750,1992,24502,1323,10841,21155,1042,38995,-3347,-16,1,1
3252,E & J GALLO WINERY,26742,Bridlewood Viognier,9,14,750,2642,24465,1539,10730,21531,171,61967,-2934,-14,1,1
3252,E & J GALLO WINERY,38897,L Martini RSV Cab Svgn Alex,18,27,750,1322,24444,1332,17307,33413,148,61967,8969,27,1,1
4425,MARTIGNETTI COMPANIES,37542,Frogs Leap Chard Napa,21,30,750,1180,24402,582,11081,17556,64,144929,-6846,-39,0,1
8892,TRINCHERO FAMILY ESTATES,12773,Joel Gott Znfdl,10,15,750,2442,24396,2243,20861,33046,249,11596,8650,26,1,1
1587,VINEYARD BRANDS INC,25870,Man Svgn Bl,5,7,750,5168,24393,5087,10171,35560,570,6070,11167,31,1,1
7153,PINE STATE TRADING CO,16314,Line 39 Chard,5,10,750,4608,24376,4290,20202,40902,478,15885,16525,40,1,2
7153,PINE STATE TRADING CO,3204,Twenty 2 Vodka,16,22,750,1551,24366,1426,15208,31320,1124,15885,6954,22,1,1
3252,E & J GALLO WINERY,16843,Barefoot Cellars Red Moscato,3,6,750,7082,24362,6956,21706,40558,774,61967,16196,40,1,2
516,BANFI PRODUCTS CORP,14279,Movendo Moscato,5,8,750,4667,24362,4544,23055,40751,505,8510,16389,40,1,2
9165,ULTRA BEVERAGE COMPANY LLP,5468,Hine Rare VSOP,45,60,750,540,24359,512,26856,31925,404,68055,7565,24,1,1
9165,ULTRA BEVERAGE COMPANY LLP,26091,Pacific Rim Rsl,6,10,750,3926,24341,3838,20197,34935,426,68055,10594,30,1,1
4425,MARTIGNETTI COMPANIES,27872,Flora Springs Napa Red,18,27,750,1344,24340,52,783,1403,6,144929,-22936,-1634,0,0
12546,JIM BEAM BRANDS COMPANY,3797,Skinnygirl Sweet'Arita,13,17,1750,1906,24340,1976,22737,34970,3632,123881,10631,30,1,1
3252,E & J GALLO WINERY,6593,Souverain Chard N Cst,8,12,750,3102,24320,3040,16444,34158,339,61967,9838,29,1,1
17035,PERNOD RICARD USA,8780,Sandeman Fine Rich Madeira,10,17,750,2400,24312,2407,29785,38504,266,123780,14192,37,1,2
1392,CONSTELLATION BRANDS INC,21326,Kim Crawford Svgn Bl Sptfire,16,27,750,1497,24296,1331,21309,35575,148,79529,11278,32,1,1
1392,CONSTELLATION BRANDS INC,32968,Alice White Chard Ausl,7,10,1500,3571,24283,3943,22057,43801,882,79529,19518,45,1,2
4425,MARTIGNETTI COMPANIES,46458,Layer Cake Barosa Shiraz,8,15,750,3148,24271,4467,42683,68437,495,144929,44166,65,1,3
1590,DIAGEO CHATEAU ESTATE WINES,6398,BV Coastal Estate Cab Svgn,6,9,750,4105,24261,4461,20151,39771,496,7260,15511,39,1,2
2561,EDRINGTON AMERICAS,2982,Highland Park Dark Origins,52,70,750,464,24235,507,34434,37070,400,9655,12835,35,1,2
9552,M S WALKER INC,25210,Siduri Pnt Nr Williamette Vy,14,22,750,1697,24233,1381,15816,28408,153,55552,4175,15,1,1
8352,LUXCO INC,8535,Arrow Peppermint Schnapps,4,5,375,6549,24231,6540,16218,25609,2566,10262,1377,5,1,1
4425,MARTIGNETTI COMPANIES,6015,Jackson Morgan Salted Carmel,16,28,750,1475,24220,1521,28682,37434,1199,144929,13214,35,1,2
7255,PSP WINES,20398,I Lauri Bajo Montepul d'Abru,6,9,750,4014,24204,3944,18577,36757,439,649,12552,34,1,2
7245,PROXIMO SPIRITS INC.,8327,Jose Cuervo Silver w/Marg Mx,11,17,750,2212,24199,2220,22617,37478,1749,38995,13279,35,1,2
9815,WINE GROUP INC,17954,Drops of Jupiter Red,5,8,750,4510,24174,4537,19536,36251,504,27100,12077,33,1,1
8352,LUXCO INC,7996,Stock Italian Sweet Vermouth,4,6,750,5384,24120,5308,25985,33302,586,10262,9182,28,1,1
9552,M S WALKER INC,2040,Malfy Gin Con Limone,23,30,750,1037,24110,758,13996,19909,598,55552,-4201,-21,1,1
3252,E & J GALLO WINERY,22039,Ghost Pines Pnt Nr L Martini,11,18,750,2290,24091,1761,14889,28492,196,61967,4402,15,1,1
4425,MARTIGNETTI COMPANIES,8491,Forbidden Secret Dark Mocha,15,20,750,1614,24081,1696,27853,34479,1338,144929,10398,30,1,1
9165,ULTRA BEVERAGE COMPANY LLP,44362,Cusumano Nero D'Avola Sicily,7,11,750,3612,24056,3594,19686,39037,400,68055,14981,38,1,2
1392,CONSTELLATION BRANDS INC,3806,Svedka Citron Vodka,10,13,750,2480,24031,2017,14415,21166,1589,79529,-2865,-14,1,1
10754,PERFECTA WINES,16351,Girls in the Vineyard Cab S,13,19,750,1873,24031,1738,20347,33351,193,28721,9320,28,1,1
8892,TRINCHERO FAMILY ESTATES,2042,Amador Double Barrel Bourbon,29,40,750,841,24019,749,24394,29953,591,11596,5934,20,1,1
9165,ULTRA BEVERAGE COMPANY LLP,1069,Spade&Bushel 10yr Irish Wsky,30,40,375,804,23991,0,0,0,0,68055,-23991,#NAME?,0,0
9165,ULTRA BEVERAGE COMPANY LLP,24686,Barco Negro Douro,6,8,750,4348,23957,5419,21677,43298,603,68055,19340,45,1,2
3252,E & J GALLO WINERY,13694,MacMurray Ranch Chard Sonoma,11,16,750,2214,23911,2228,19572,35626,248,61967,11715,33,1,1
9552,M S WALKER INC,294,Old Mexico Gold Tequila,7,8,1000,3520,23901,3483,3201,29571,3657,55552,5670,19,1,1
7245,PROXIMO SPIRITS INC.,3944,Gran Centenario Anejo,32,40,750,747,23897,676,22470,29333,533,38995,5437,19,1,1
9165,ULTRA BEVERAGE COMPANY LLP,13086,Armand De Brignac Brut,187,280,750,128,23892,133,26319,37639,15,68055,13746,37,1,2
9165,ULTRA BEVERAGE COMPANY LLP,27274,Jos Phelps Insignia 13,137,210,750,174,23882,1,210,210,0,68055,-23672,-11273,0,0
4425,MARTIGNETTI COMPANIES,41970,Troublemaker Red,9,16,750,2709,23866,3031,26272,47978,337,144929,24111,50,1,2
173357,TAMWORTH DISTILLING,3909,White Mountain Vodka,19,25,750,1232,23864,982,14469,24540,774,203,676,3,1,1
10754,PERFECTA WINES,25966,Robert Sinskey Pnt Nr Carner,24,37,750,1000,23800,977,18122,34848,109,28721,11048,32,1,1
9819,TREASURY WINE ESTATES,13525,Stags Leap The Leap Cab Svgn,37,54,750,643,23778,319,4707,12813,36,14837,-10965,-86,0,1
1392,CONSTELLATION BRANDS INC,26821,Estancia Merlot Central Cst,5,10,750,4822,23772,4946,25257,47257,550,79529,23484,50,1,2
4692,KOBRAND CORPORATION,25988,Infamous Goose Svgn Bl,11,16,750,2253,23702,1878,11606,24404,209,9139,703,3,1,1
8112,MOET HENNESSY USA INC,3891,Belvedere Peach Nectar Vodka,18,23,750,1309,23693,1077,16538,22128,849,48347,-1565,-7,1,1
9552,M S WALKER INC,2822,James E Pepper 1776 Rye,23,33,750,1017,23645,1172,30293,35727,925,55552,12082,34,1,2
4425,MARTIGNETTI COMPANIES,42420,Yellow Tail Pnt Grigio Ausl,5,7,750,5139,23639,5086,19233,39010,566,144929,15371,39,1,2
2242,DELICATO VINEYARDS INC,10357,Gnarly Head Chard Cal,5,8,750,4550,23615,4657,14794,38362,520,7983,14748,38,1,2
17035,PERNOD RICARD USA,18600,Perrier Jouet Belle Epoque,73,122,750,324,23561,274,23507,33581,30,123780,10020,30,1,1
12546,JIM BEAM BRANDS COMPANY,2839,Ardmore Legacy Single Malt,27,40,750,872,23544,804,26421,29666,634,123881,6122,21,1,1
12546,JIM BEAM BRANDS COMPANY,5696,Midori Melon Liqueur,8,13,375,2805,23534,2196,19230,24164,860,123881,630,3,1,1
2242,DELICATO VINEYARDS INC,44340,Irony Pnt Nr Monterey,9,13,750,2659,23506,2588,18477,34276,288,7983,10771,31,1,1
516,BANFI PRODUCTS CORP,6429,C Y Toro Frontera Svgn Bl,6,9,1500,4048,23478,3496,19438,33142,780,8510,9664,29,1,1
2242,DELICATO VINEYARDS INC,39357,Bota Box Merlot Cal,11,18,3000,2070,23453,2037,28830,37512,917,7983,14059,37,1,2
8664,"STOLI GROUP,(USA) LLC",3443,Stolichnaya,8,10,375,3098,23452,2314,17031,21509,906,18544,-1943,-9,1,1
9165,ULTRA BEVERAGE COMPANY LLP,3398,Archvist Gerston Scotch,45,63,750,521,23440,319,13904,17152,252,68055,-6288,-37,1,1
4425,MARTIGNETTI COMPANIES,42053,Paraduxx Red Duckhorn Napa,23,33,750,1036,23414,964,22491,39109,107,144929,15696,40,1,2
9552,M S WALKER INC,31277,Landmark Overlook Chard,11,16,750,2138,23411,3968,23878,67928,444,55552,44517,66,2,3
3960,DIAGEO NORTH AMERICA INC,3372,Smirnoff Sourced Pineapple,8,13,750,2982,23409,1977,15928,21430,1558,257032,-1979,-9,1,1
9165,ULTRA BEVERAGE COMPANY LLP,32545,Artesa Carneros Chard,10,17,750,2279,23405,3098,23990,50184,345,68055,26779,53,1,2
4425,MARTIGNETTI COMPANIES,37048,Ch Montelena Chard Napa,27,46,750,872,23404,738,17987,32388,82,144929,8983,28,1,1
17035,PERNOD RICARD USA,24648,Mumm Napa Bl de Blanc,10,20,750,2419,23392,2208,21359,37762,245,123780,14370,38,1,2
4425,MARTIGNETTI COMPANIES,15007,Sean Minor Carneros Pnt Nr,14,20,750,1695,23374,1669,18447,32844,185,144929,9470,29,1,1
9552,M S WALKER INC,6584,Schmitt Sohne Spatlese Psprt,8,12,750,2883,23352,2981,23294,38032,331,55552,14680,39,1,2
1392,CONSTELLATION BRANDS INC,26684,Mark West Pnt Grigio CA,9,13,750,2603,23323,1897,7769,19209,212,79529,-4114,-21,1,1
1392,CONSTELLATION BRANDS INC,8124,Mouton Cadet White Brdx,7,10,750,3455,23321,3495,20855,38801,388,79529,15480,40,1,2
90058,ZORVINO VINEYARDS,19556,Zorvino Bacca Z Blackberry,9,14,750,2483,23315,2558,22608,35786,284,449,12471,35,1,2
9819,TREASURY WINE ESTATES,25932,Gabbiano Chianti Clsc,6,10,750,3587,23280,3633,20122,38259,404,14837,14979,39,1,2
4425,MARTIGNETTI COMPANIES,29352,Elk Cove Pnt Gris Ore,12,20,750,1954,23272,2009,23421,39017,223,144929,15745,40,1,2
5992,MCCORMICK DISTILLING CO,8505,Hussong's Repasado Tequila,27,35,750,871,23264,634,15635,19159,500,1568,-4106,-21,1,1
3252,E & J GALLO WINERY,23271,Darkhorse Merlot,5,8,750,4340,23262,4140,18241,33079,460,61967,9816,30,1,1
9744,FREDERICK WILDMAN & SONS,2609,Pigs Nose Scotch,18,26,750,1283,23235,1248,26700,31524,984,4000,8288,26,1,1
6830,PARK STREET IMPORTS LLC,2550,Stillhouse Originl Moonshine,17,23,750,1343,23220,909,15468,21032,716,360,-2189,-10,1,1
8892,TRINCHERO FAMILY ESTATES,17161,Seaglass Pnt Grigio,8,12,750,2865,23206,2501,8702,22505,279,11596,-702,-3,1,1
7245,PROXIMO SPIRITS INC.,5655,Jose Cuervo Lite Wh Peach,9,16,1750,2640,23206,2801,26570,41269,5148,38995,18063,44,1,2
4692,KOBRAND CORPORATION,24665,Nardi Casale 08 Bosco Brunel,19,28,750,1202,23199,1202,14443,33644,134,9139,10445,31,1,1
9552,M S WALKER INC,25827,Angeline Cab Svgn California,9,13,750,2660,23195,2647,4354,18956,297,55552,-4239,-22,1,1
5455,MARSALLE COMPANY,2808,Uisce Beatha Irish Whisky,24,35,750,981,23161,921,20708,26191,726,937,3029,12,1,1
9552,M S WALKER INC,25572,Vineyards Found 14 Chard Nap,10,15,750,2395,23160,1469,13326,22020,163,55552,-1139,-5,1,1
516,BANFI PRODUCTS CORP,8674,Riunite Moscato,5,9,1500,4436,23156,4424,23666,37991,987,8510,14835,39,1,2
9552,M S WALKER INC,3419,Combier Liqueur D'Orange,23,30,750,1019,23152,639,14176,17253,504,55552,-5899,-34,1,1
9552,M S WALKER INC,25704,Murphy-Goode Chard Sonoma,8,13,750,3071,23125,3039,21002,38263,338,55552,15138,40,1,2
9165,ULTRA BEVERAGE COMPANY LLP,14631,Dom Serene Yamhill Cv Pnt Nr,24,38,750,969,23091,832,20211,30324,92,68055,7232,24,1,1
5455,MARSALLE COMPANY,3528,Don Felix Anejo Tequila,31,40,750,739,23086,804,26460,33945,634,937,10859,32,1,1
8352,LUXCO INC,5187,Arrow White Creme de Cacao,6,8,750,3784,23082,3713,20558,29667,2926,10262,6584,22,1,1
3252,E & J GALLO WINERY,6655,Carlo Rossi Paisano Calif,5,7,1500,4817,23073,4846,21725,33874,1080,61967,10800,32,1,1
8112,MOET HENNESSY USA INC,159,Glenmorangie Original VAP,28,35,750,824,23064,1311,30554,48413,1033,48347,25349,52,2,2
9819,TREASURY WINE ESTATES,33039,Beringer Fndrs Est Merlot,10,17,1500,2234,23055,2356,25618,42998,525,14837,19944,46,1,2
3252,E & J GALLO WINERY,6735,Gallo Twin Valley Chard Cal,7,10,1500,3528,23038,3505,18842,35441,784,61967,12403,35,1,2
9165,ULTRA BEVERAGE COMPANY LLP,2207,Glenrothes Sherry Cask Rsv,46,95,750,499,23029,482,25116,28310,380,68055,5281,19,1,1
4425,MARTIGNETTI COMPANIES,8741,J Drouhin Chablis,16,25,750,1410,23025,1363,19992,34061,151,144929,11036,32,1,1
9165,ULTRA BEVERAGE COMPANY LLP,34996,Carpineto Dogajolo Tuscan R,11,17,1500,2019,23017,2865,25995,48676,641,68055,25660,53,1,2
2561,EDRINGTON AMERICAS,2946,Highland Park 15 Yr Old,62,90,750,371,23006,289,23787,27437,228,9655,4431,16,1,1
11567,CAMPARI AMERICA,3189,Skyy Infusions Dragon Fruit,10,13,750,2265,22990,2987,27717,36431,2355,20965,13441,37,1,2
4425,MARTIGNETTI COMPANIES,13663,Duckhorn Decoy Znfdl Napa Vl,11,22,750,2020,22988,2250,26398,45580,250,144929,22592,50,1,2
8892,TRINCHERO FAMILY ESTATES,8444,Tres Agaves Blanco Tequila,17,24,750,1322,22976,1297,27017,32045,1023,11596,9069,28,1,1
3960,DIAGEO NORTH AMERICA INC,854,Seagrams VO Canadian Whiskey,12,16,1000,1967,22955,2221,24241,35514,2332,257032,12559,35,1,2
8892,TRINCHERO FAMILY ESTATES,7860,Sutter Home Wh Znfdl,4,6,750,5633,22926,5623,16646,33682,626,11596,10755,32,1,1
4425,MARTIGNETTI COMPANIES,24289,Thierry Delaunay Tour Svgn B,10,14,750,2391,22906,1558,12933,23301,173,144929,396,2,1,1
10754,PERFECTA WINES,24928,Rive Droite Rive Gauche CDR,6,9,750,3715,22884,3711,14887,33362,414,28721,10477,31,1,1
8673,STE MICHELLE WINE ESTATES,27503,Ch Ste Michelle Hrse Hvn Svg,7,12,750,3224,22858,3133,22472,38427,348,15920,15569,41,1,2
1392,CONSTELLATION BRANDS INC,17906,Kim Crawford Chard Unoaked,11,16,750,2157,22843,2105,17753,32640,234,79529,9797,30,1,1
11567,CAMPARI AMERICA,8677,Wild Turkey Rare Breed,27,39,750,830,22800,804,24413,29905,634,20965,7105,24,1,1
9165,ULTRA BEVERAGE COMPANY LLP,1074,Brothership Whiskey,40,50,750,570,22794,0,0,0,0,68055,-22794,#NAME?,0,0
3252,E & J GALLO WINERY,14623,The Naked Grape Pnt Grigio,5,7,750,4860,22793,4799,18021,31095,533,61967,8302,27,1,1
9552,M S WALKER INC,24146,Louis Latour 12 Marsannay Bl,13,20,750,1720,22773,1168,11734,23348,130,55552,576,2,1,1
3252,E & J GALLO WINERY,20447,Barefoot Bubbly Pink Moscato,7,10,187,3486,22764,3351,19301,33476,97,61967,10713,32,1,1
1392,CONSTELLATION BRANDS INC,25519,R.Mondavi PS Bourbon Barrel,10,14,750,2376,22762,2375,8018,28901,266,79529,6139,21,1,1
480,BACARDI USA INC,5194,Bacardi Party Mai Tai,10,13,1750,2365,22751,2380,23838,34810,4375,89286,12059,35,1,2
6785,PALM BAY INTERNATIONAL INC,4498,Calvados Boulard Grnd Brandy,29,43,750,795,22705,702,20888,26360,554,13605,3655,14,1,1
9552,M S WALKER INC,12650,Harbor Town Svgn Bl,9,14,750,2466,22687,1935,5487,17889,217,55552,-4799,-27,1,1
8892,TRINCHERO FAMILY ESTATES,25887,Joel Gott Merlot,11,17,750,2028,22673,1324,7554,16845,148,11596,-5828,-35,1,1
17035,PERNOD RICARD USA,5802,Martell VSOP Cognac,28,37,750,821,22660,467,8460,14959,368,123780,-7700,-51,1,1
1587,VINEYARD BRANDS INC,22289,Pichot Dom Moriette Vouvray,9,13,750,2563,22657,2459,17295,32850,274,6070,10193,31,1,1
9552,M S WALKER INC,18381,Block Nine Caiden Vyd Pnt Nr,8,15,750,2682,22636,2534,18039,33943,282,55552,11307,33,1,1
4425,MARTIGNETTI COMPANIES,26501,Rodney Strong Knotty Vn Znfl,13,20,750,1731,22624,857,9447,15169,95,144929,-7455,-49,0,1
480,BACARDI USA INC,8368,Bacardi Superior Rum,2,2,100,14957,22585,14922,9148,29695,1563,89286,7110,24,1,1
4425,MARTIGNETTI COMPANIES,28946,Silverado Merlot Napa,18,30,750,1250,22575,1130,21106,36225,125,144929,13650,38,1,2
9165,ULTRA BEVERAGE COMPANY LLP,2347,GlenDronach Peated Scotch,52,68,750,438,22561,205,12420,13402,162,68055,-9159,-68,0,1
9165,ULTRA BEVERAGE COMPANY LLP,24378,Napa Highlands Meritage,7,10,750,3298,22558,3298,6274,32947,370,68055,10389,32,1,1
7153,PINE STATE TRADING CO,6267,Kinky Gold Liqueur,12,16,750,1834,22558,1997,29195,35099,1575,15885,12541,36,1,2
4550,KLIN SPIRITS LLC,3306,Hammer & Sickle Vodka,21,29,1750,1080,22529,825,25647,32469,1517,532,9940,31,1,1
9552,M S WALKER INC,45322,Zabrin de Fuego Garnacha,5,9,750,4832,22517,5007,22654,40655,557,55552,18138,45,1,2
1128,BROWN-FORMAN CORP,1771,Jack Daniels Tennessee Fire,1,1,50,30000,22500,23639,23056,70681,1228,68602,48181,68,1,3
10754,PERFECTA WINES,46600,Primaterra Pnt Grigio,8,11,750,2967,22490,2942,12794,29534,328,28721,7044,24,1,1
11567,CAMPARI AMERICA,4876,Skyy Infusion Tropical Mango,12,16,750,1885,22488,1490,12783,16643,1174,20965,-5845,-35,1,1
2000,SOUTHERN WINE & SPIRITS NE,28681,F Coppola Rosso Bianco Rosso,6,9,750,3778,22479,3913,22031,39587,435,19017,17108,43,1,2
10754,PERFECTA WINES,38681,Morgan Winery Metalico Chard,11,17,750,2036,22457,2220,17041,37718,247,28721,15261,40,1,2
17035,PERNOD RICARD USA,8096,Beefeater Gin,2,2,50,14568,22435,13440,8251,26746,699,123780,4311,16,1,1
10754,PERFECTA WINES,17016,Picpoul d Pinet HB Languedoc,8,11,750,2959,22429,2830,14891,32180,315,28721,9750,30,1,1
4425,MARTIGNETTI COMPANIES,27255,D'Arry's Original Shrz/Grnch,14,20,750,1660,22427,760,3985,11488,85,144929,-10938,-95,0,1
4425,MARTIGNETTI COMPANIES,37785,Lindemans Bin 40 Merlot,8,12,1500,2731,22422,2617,15218,29041,585,144929,6620,23,1,1
